10
#n ret_pricer	reprints	num_reprints	gifts	distrib_novelty	tot_points_sale	tot_points_sale_1st_year	weeks_sale	print_run	 total_sales
    2.79	0	0	7	69	35	35	63	100	28
    2.79	0	0	7	59	26	26	71	100	28
    2.79	0	0	6	39	25	25	31	200	28
    2.79	0	0	6	108	35	35	183	200	30
    2.79	0	0	7	85	27	27	119	200	31
    2.79	0	0	7	86	29	29	122	200	31
    2.79	0	0	6	107	33	33	131	200	31
    2.79	0	0	6	93	32	32	166	200	31
    2.79	1	135	6	75	28	28	84	150	33
    2.79	0	0	6	106	35	35	130	200	33
    2.79	0	0	6	100	32	32	135	200	34
    2.79	0	0	6	91	29	29	171	200	34
    2.79	0	0	6	112	37	37	152	200	36
    2.79	0	0	6	93	29	29	174	200	36
    2.79	0	0	6	73	29	29	95	150	37
    2.79	0	0	6	121	29	29	141	300	40
    2.79	0	0	6	97	30	30	132	200	43
    2.79	0	0	6	108	35	35	127	200	48
    2.79	0	0	6	99	34	34	146	200	59
    2.79	0	0	6	106	35	35	187	200	61
   19.18	1	2	7	399	157	155	68	702	182
   43.22	1	23	8	775	252	251	55	1474	660
   38.41	1	522	8	489	180	179	55	771	322
   14.42	1	39	4	49	33	29	173	156	19
   16.35	1	52	7	88	41	38	87	127	34
   14.42	1	52	7	57	43	40	87	89	64
   13.46	1	26	4	82	31	30	131	209	68
   17.31	1	39	6	29	21	20	148	91	8
   14.42	0	0	6	58	42	39	98	55	11
   16.35	0	0	7	83	44	44	59	95	14
   14.42	0	0	4	40	28	26	166	110	5
   13.46	0	0	4	36	27	27	150	100	9
   13.46	0	0	4	40	29	29	150	115	31
   14.42	1	26	5	58	33	33	67	81	31
   16.35	8	400	6	462	157	134	159	1250	217
   28.85	10	380	6	491	140	87	198	1380	346
   19.23	8	323	6	664	143	108	166	1523	435
   16.35	9	296	6	421	146	97	186	896	458
   16.35	6	312	6	614	146	132	135	1412	67
   16.35	6	253	6	366	128	112	144	953	93
   18.27	6	153	8	296	87	74	160	753	117
   15.29	3	21	6	511	132	121	110	971	132
   15.38	4	244	2	617	192	181	128	894	135
   14.33	3	26	7	580	219	216	62	926	166
   27.88	8	410	7	682	205	173	176	1410	182
   16.35	6	409	7	531	145	117	173	1409	192
   14.33	1	7	9	460	147	146	58	937	203
   13.46	7	248	6	498	182	133	151	898	397
   21.06	2	942	12	948	185	165	88	3742	439
   22.02	1	13	9	899	286	281	63	1863	447
   13.37	4	2009	10	725	239	223	80	3909	609
   15.29	3	1016	11	635	215	197	80	1866	726
   25.96	4	99	9	2077	393	377	95	2899	730
   19.18	1	10	10	1107	323	319	59	1881	838
   26.92	3	243	11	1596	335	307	107	3249	854
   15.38	14	1157	10	1271	273	201	194	2457	970
   20.14	6	1085	10	1164	368	350	119	3035	1467
   25.96	9	2488	0	1104	398	313	129	2726	1736
   25.00	0	0	6	340	68	62	190	500	33
   19.23	8	169	6	369	127	114	150	519	100
   15.38	2	35	7	607	234	230	71	1085	218
   27.88	3	92	7	1098	266	252	83	2892	384
   19.23	9	482	6	474	174	132	165	1182	409
   25.96	1	9	9	952	291	277	66	2004	488
   23.94	1	9	7	1028	304	301	60	1827	489
   19.23	3	25	6	1064	280	256	120	2125	589
   19.13	2	341	10	1329	359	346	76	3181	1130
   27.88	7	2025	7	1618	425	359	144	3275	1552
   10.58	11	545	6	388	85	64	198	1495	140
    9.62	6	265	6	371	102	82	180	1115	210
   13.41	3	24	7	681	202	193	87	1424	260
   10.58	10	285	6	564	156	106	192	1285	360
    9.62	10	1065	6	778	235	179	169	1715	845
   22.12	8	92	6	273	112	87	146	492	122
   19.10	1	5	7	483	168	167	66	897	166
   14.33	1	9	6	406	105	93	110	959	172
   35.48	4	113	11	436	140	134	82	1013	218
   14.33	3	533	6	385	121	110	103	1283	276
   16.35	0	0	7	408	169	163	76	1450	316
   21.06	2	13	6	765	207	196	111	1234	346
   16.35	7	275	6	370	119	89	134	900	375
   33.56	5	855	8	562	167	149	113	1855	493
   19.13	1	1	7	734	194	192	60	1381	508
   15.87	5	38	6	699	218	209	149	1046	158
   14.42	8	75	6	748	184	166	188	1675	160
   15.87	3	25	6	594	170	156	158	1240	161
   15.38	7	64	6	759	179	167	192	1664	204
   13.46	5	66	6	847	199	188	149	2085	210
   11.54	9	2036	6	781	168	158	147	2041	271
   15.14	1	27	7	816	256	255	69	1347	326
   13.46	8	90	6	763	191	173	201	1686	331
   11.06	1	22	10	752	225	224	57	1272	403
   11.06	2	56	7	621	197	188	75	1136	435
   10.58	3	44	8	815	204	190	97	1344	456
   12.98	2	40	6	743	234	224	121	2035	580
   11.54	7	54	6	759	190	169	180	1678	586
   15.38	6	37	8	824	237	212	186	1637	725
   13.46	2	15	7	955	292	269	171	1665	757
   11.54	8	53	6	615	126	115	188	1653	150
   18.27	1	10	7	593	170	160	99	1010	151
   16.83	2	10	6	473	125	116	112	810	166
   12.50	5	27	6	701	157	135	179	1727	183
   15.87	3	38	7	707	198	184	98	1238	267
   13.46	2	18	7	707	196	185	114	1278	477
   13.46	8	85	7	853	216	199	200	1581	589
   13.46	3	77	6	676	171	153	129	1511	602
   16.35	5	146	7	680	207	202	86	1372	188
   15.87	4	104	7	659	221	216	81	1346	197
   14.90	1	23	8	993	283	280	62	1771	217
   15.87	3	90	16	828	243	234	113	1824	222
   16.83	2	19	6	957	283	273	119	2021	264
   16.83	3	61	9	754	257	251	76	1061	280
   18.75	2	34	9	919	256	245	79	1750	283
   14.90	2	25	9	956	287	278	94	1393	343
   16.83	2	28	11	929	260	253	100	1564	365
   15.87	4	85	7	717	254	244	81	1335	427
   17.79	2	43	7	645	238	237	55	1135	431
   16.83	4	206	9	1092	282	263	135	2236	500
   17.79	1	21	7	1144	335	328	65	1293	540
   17.79	6	60	6	1045	240	210	165	2084	558
   20.67	1	28	13	965	307	299	66	1780	578
   15.87	6	1598	14	1141	269	247	161	2108	596
   16.35	5	246	6	1182	301	276	137	2268	613
   16.35	4	119	9	1084	318	303	85	1835	619
   15.38	7	2401	6	864	284	256	151	3921	655
   13.46	1	31	7	946	317	316	56	1774	702
   16.83	3	90	9	1798	400	378	116	2760	733
   16.35	4	88	9	1235	306	276	141	2104	805
   15.38	8	2514	7	1314	289	231	151	4034	1212
   19.23	5	1048	10	935	296	275	92	2322	1230
   15.87	4	193	15	1631	420	397	89	2397	1237
   16.83	5	81	8	1721	389	366	146	3092	1267
   16.35	8	2237	25	1197	330	289	145	4151	1649
   15.87	6	1037	8	1255	329	300	95	2807	1665
   16.83	9	3166	9	1667	466	395	169	5176	3839
   15.87	3	166	6	1118	248	235	108	2386	377
   15.87	4	147	8	1252	300	249	107	2367	805
   17.31	2	22	7	744	209	184	112	2062	395
   22.60	13	158	6	1140	318	280	187	1997	460
   21.63	4	23	8	1007	254	230	158	2235	558
   18.75	4	40	9	1335	327	306	96	2454	641
   21.11	3	19	11	1477	330	314	109	2439	653
   13.94	6	40	6	1205	304	264	152	2263	860
   21.11	4	49	9	1765	433	402	85	2669	1189
   14.42	12	190	6	1116	323	279	194	1930	1249
   15.87	6	1029	7	1383	334	303	162	2994	1824
   20.14	9	1102	8	1528	401	358	143	3417	1867
   18.75	12	2963	12	1992	483	415	137	5289	3764
   18.75	6	6034	11	2145	591	586	65	8150	4681
   17.31	3	23	6	1012	297	280	119	2327	347
   20.67	3	75	9	1406	333	328	66	1989	426
   15.87	6	78	6	967	251	230	182	1802	682
   57.21	4	302	11	819	312	310	55	1472	750
   14.42	8	74	7	1231	315	296	168	2122	762
   17.31	8	127	6	1124	275	247	203	2378	824
   14.42	8	107	6	1059	270	245	171	1874	870
   15.87	9	232	7	1360	319	283	195	2229	915
   18.75	4	26	6	1305	357	306	130	2340	1124
   20.67	7	59	9	1329	334	313	164	2203	1131
   22.07	2	27	10	1652	372	365	61	2567	1280
   25.00	5	2509	12	1568	439	414	91	2851	1864
   18.75	7	770	8	1656	395	361	150	3286	2072
   24.04	3	31	10	701	209	199	88	1569	224
   26.44	3	26	7	1128	351	317	114	2565	682
   37.98	3	30	3	1121	272	245	117	964	694
   28.37	6	32	7	1363	361	324	161	2395	699
   28.37	6	632	11	1345	345	304	110	2586	779
   24.04	5	1073	14	1843	409	404	60	3393	1144
   14.42	3	43	8	1742	413	372	113	2343	1252
   28.37	5	1022	6	1830	504	440	167	3368	2583
   14.42	4	45	6	913	240	214	139	1445	430
   11.54	3	25	7	1245	308	299	62	2325	678
   15.87	2	19	10	1386	366	352	83	2319	1063
   14.42	5	48	7	1791	412	384	87	2783	1091
   14.42	1	35	10	1587	406	396	64	2360	1194
   14.42	5	129	7	1269	308	276	90	2529	1222
   16.30	8	339	7	1896	370	300	145	2639	1364
   14.42	6	797	7	1422	364	294	136	3115	1548
   14.42	9	588	6	1288	347	304	187	2488	1643
   14.42	4	1020	10	1529	380	356	93	3620	2006
   17.31	10	1950	11	1363	359	310	201	3970	2506
   11.06	2	5	9	1085	292	280	78	2675	831
   11.06	2	16	8	1209	249	234	82	2441	933
    9.13	5	10	6	604	174	150	192	1239	1192
    9.13	7	274	12	1942	377	317	193	3314	2194
    7.69	3	50	6	937	247	221	120	2350	385
    7.69	1	29	7	1184	246	236	79	2349	485
    7.69	1	31	7	1377	321	313	68	2851	617
    7.69	3	54	6	947	249	229	120	2358	696
    7.69	2	50	9	1417	325	306	95	2270	854
    7.69	5	1075	11	1633	353	324	100	3595	1888
    7.69	4	676	6	1662	329	285	135	3016	2031
   14.42	10	2914	15	1459	439	393	98	5218	3279
   11.06	3	11	7	375	111	104	81	1131	325
    1.35	0	0	0	263	1	1	0	263	263
    0.96	1	100	0	259	1	1	0	359	359
   10.48	0	0	7	1291	245	223	114	2962	544
   10.48	0	0	7	1229	195	168	148	3017	634
   10.48	0	0	6	1862	330	288	170	3874	1001
   10.48	0	0	6	2119	443	404	197	4000	1133
   17.31	1	588	7	1912	350	330	111	2892	1235
   17.31	0	0	10	2573	412	370	165	3914	2476
   10.48	0	0	7	882	203	201	59	1955	146
   10.48	0	0	7	1431	169	163	85	3000	286
   17.31	0	0	9	1581	302	300	58	3392	505
   14.42	1	75	6	227	74	72	79	283	44
   14.42	1	520	7	456	72	68	156	1000	89
    9.62	0	0	7	414	65	63	123	1000	70
    9.62	0	0	6	418	52	48	182	1000	44
    9.62	0	0	6	327	36	32	132	1000	14
    9.62	0	0	7	68	34	34	53	200	20
    9.62	0	0	7	318	30	28	143	1000	21
    9.62	0	0	7	329	40	38	149	1000	27
    4.81	0	0	6	356	42	39	133	1000	87
    9.62	0	0	6	147	37	36	74	200	90
    9.62	0	0	6	351	46	44	106	1000	55
   18.75	0	0	7	66	37	37	32	100	21
    9.62	0	0	6	342	51	49	101	1000	43
   14.42	0	0	6	268	65	61	117	600	136
   14.38	2	7	0	67	12	12	52	96	35
   19.18	11	61	6	770	130	126	141	2125	72
   34.57	14	1112	6	406	185	151	160	1933	124
   23.03	7	705	6	646	218	214	114	2059	128
   18.22	7	46	6	683	167	159	111	1431	212
   17.26	8	39	9	889	222	219	96	2034	225
   21.11	4	47	9	789	228	227	58	2062	258
   14.38	14	219	6	1055	240	212	167	2221	295
   16.30	9	62	6	586	167	152	133	2062	341
   23.03	14	913	6	1036	277	258	161	2097	378
   19.18	15	131	6	829	194	181	187	2202	416
   17.26	8	65	9	765	175	165	89	2100	461
   23.99	16	464	6	691	180	162	162	1764	474
   15.34	8	64	10	840	225	219	84	2080	524
   16.78	3	12	10	1010	291	290	64	2028	542
   15.34	4	14	7	918	293	291	58	1994	552
   12.45	11	69	7	960	223	213	145	2105	556
   22.07	10	999	8	928	240	229	109	2478	595
   17.26	16	117	6	966	231	202	199	2117	637
   15.34	15	96	6	982	214	196	189	2079	731
   19.18	5	1245	11	889	299	292	68	1525	737
   33.61	4	13	7	948	300	299	57	2013	778
   17.21	4	47	9	1372	260	254	61	1962	839
   20.14	11	127	8	998	270	245	137	2127	925
   14.38	16	134	7	1000	241	206	195	2156	1201
   15.34	11	65	6	948	178	170	162	2151	131
    9.57	3	11	7	647	217	216	63	2421	159
   11.49	7	51	0	498	128	124	112	1059	168
   14.38	4	29	7	789	194	192	56	1549	205
   10.00	7	35	7	456	121	113	90	1071	218
    9.42	6	43	7	821	160	149	94	2075	231
    9.57	12	79	6	698	179	172	171	1579	232
   18.85	1	23	8	301	130	124	133	523	285
    9.42	8	42	6	849	170	165	99	2052	303
   12.02	13	59	19	884	179	173	169	2059	303
   17.26	9	35	6	640	195	165	142	1035	354
   18.85	1	300	6	385	167	157	144	611	443
   14.38	9	659	6	1059	253	248	109	2045	499
   12.45	15	89	6	815	196	177	191	2089	508
    9.57	9	1591	6	742	207	199	120	3127	538
    9.42	8	81	7	984	195	187	83	2224	632
    8.65	17	968	6	1233	270	258	193	2468	639
   10.53	8	66	6	1160	245	235	116	2097	751
    9.57	17	131	7	927	233	210	201	2131	971
    9.42	12	746	6	1087	288	242	138	2658	1065
    9.42	11	1155	6	1110	258	232	146	3195	1156
   10.53	13	89	9	1172	277	231	153	2091	1361
   17.26	0	0	6	400	104	98	167	893	68
   24.52	0	0	6	477	118	106	139	1021	407
   15.34	0	0	5	550	87	82	194	871	117
   18.75	2	525	8	379	78	74	85	875	856
   18.22	0	0	6	313	61	55	167	933	69
   16.83	0	0	6	548	119	111	201	1180	145
   20.67	0	0	6	442	131	126	157	800	129
   33.17	0	0	6	618	210	173	188	872	532
   28.75	1	144	7	311	110	101	131	432	224
   10.10	0	0	7	373	41	39	134	1000	40
   10.58	0	0	6	321	35	33	103	565	48
   12.50	0	0	6	375	62	60	103	541	59
   14.42	0	0	6	321	40	37	104	514	67
   11.06	0	0	7	391	50	46	133	1037	82
   25.82	0	0	6	670	191	170	110	998	254
    8.61	6	3141	11	3336	648	627	144	6809	1997
    8.61	6	2702	10	2973	639	617	143	6695	2555
    8.61	6	3749	11	3737	604	584	144	6752	3224
    6.68	3	29	7	1953	360	353	82	4015	463
    6.68	2	19	7	1973	363	356	82	4064	567
    6.68	2	24	7	1939	359	354	82	3949	623
    6.68	3	15	8	2575	408	403	114	3589	715
    6.68	3	34	8	2180	377	358	149	4128	1023
    6.68	3	14	8	2579	408	400	114	3625	1030
    6.68	3	30	8	2158	378	357	149	4144	1036
    6.68	2	25	10	2134	377	361	147	4108	1253
    6.68	2	13	8	2155	371	353	149	4093	1288
    5.72	4	105	2	88	20	16	117	1164	82
    5.72	4	110	2	111	23	16	123	1189	83
    5.72	4	111	2	90	22	17	117	1129	103
    5.72	9	873	0	865	50	43	114	2109	118
    5.72	2	55	0	25	10	8	90	123	122
    5.72	5	114	0	324	21	18	140	1023	135
    5.72	3	94	2	86	22	19	114	1084	136
    5.72	9	903	0	886	45	38	129	2054	140
    5.72	9	859	0	840	40	36	128	2082	147
    5.72	3	72	0	87	15	12	114	1249	166
    5.72	3	68	0	86	18	16	114	1162	226
    5.72	10	748	0	769	51	45	127	1791	265
    5.72	8	64	0	344	27	22	145	1179	295
    5.72	6	137	0	341	38	30	140	1169	383
    5.72	8	109	0	310	36	27	154	1144	405
    5.72	6	918	0	990	59	52	128	3003	691
    5.72	11	943	0	1012	62	55	129	2389	727
    5.72	18	1459	0	1374	146	137	142	2259	1159
    5.72	19	2886	0	1463	148	138	153	3686	1250
    5.72	17	1661	0	1446	143	136	149	2461	1259
    5.72	17	774	0	1021	136	130	157	1574	1469
    5.72	20	3081	0	1402	139	133	145	3881	1635
    5.72	17	3139	0	1584	158	152	142	3939	1895
    5.72	24	2174	0	1548	176	148	155	2974	2075
    5.72	23	2338	0	1521	158	149	142	3138	2220
    5.72	22	1857	0	1420	136	130	142	2657	2310
    5.72	23	3319	0	2048	173	161	154	4121	3684
   28.80	2	2343	6	491	197	163	168	2999	648
    8.61	4	26	6	1967	369	348	135	3647	894
    8.61	4	25	6	2201	376	350	170	5162	1622
    9.57	2	9	6	1832	287	287	152	4018	448
    9.57	2	8	6	1858	287	287	154	4086	489
    9.57	3	8	6	1848	285	285	152	4068	524
    9.57	1	3	6	1877	300	300	128	4080	728
   12.45	3	195	6	1810	311	310	153	4245	427
    5.72	7	1050	6	2309	457	457	187	6181	1169
    5.72	7	1071	6	2342	461	459	183	6160	1350
   38.27	1	4	7	700	191	182	87	928	277
    9.57	1	10	8	1940	457	429	60	3799	1393
    9.57	4	1815	8	2664	562	492	97	4635	2257
    9.57	4	1818	8	2576	561	493	97	4591	2428
    9.57	8	7922	9	2728	628	514	136	8642	3732
    9.57	8	5668	8	3258	726	561	162	10140	4929
    9.57	7	5634	9	3228	746	576	162	9874	5498
    9.57	8	7872	9	3228	737	563	162	11948	8088
   38.27	1	10	5	135	50	45	85	311	57
    5.72	0	0	4	371	104	102	123	960	89
   14.38	1	50	8	401	110	110	131	1130	124
   14.42	0	0	4	201	83	78	173	699	126
    8.61	1	10	4	475	133	114	135	1138	155
   12.45	1	10	8	402	108	106	158	1096	187
   28.70	0	0	4	161	76	66	160	250	191
    8.61	1	8	4	530	123	109	166	1587	203
    9.57	0	0	4	664	174	174	155	1504	281
    9.57	0	0	4	648	177	176	164	1515	283
   19.18	1	813	6	543	147	131	176	1622	289
   14.38	0	0	5	582	165	164	186	1575	305
   17.26	0	0	6	609	146	146	183	1512	308
   14.38	0	0	5	548	139	138	183	1466	308
    9.57	0	0	4	440	108	103	166	1524	330
    9.57	0	0	4	666	174	174	164	1500	332
    5.72	0	0	4	949	182	176	193	1520	340
    5.72	0	0	4	1117	185	181	193	1480	345
   15.34	0	0	4	445	135	132	146	980	352
    5.72	0	0	4	1146	188	180	193	1600	380
    9.57	0	0	5	419	147	140	60	1164	383
   14.38	0	0	5	616	166	163	186	1575	392
    9.57	0	0	4	650	176	176	164	1510	401
   17.31	0	0	4	602	169	154	164	1500	423
   15.34	0	0	5	539	142	133	151	1500	424
   15.34	0	0	4	572	182	126	163	1590	481
   13.41	1	2	6	614	195	153	187	1662	549
    9.57	0	0	4	452	118	104	183	1476	563
   23.99	0	0	12	1073	179	172	168	1512	614
   13.41	0	0	7	593	221	160	197	1637	615
   15.34	0	0	4	774	185	172	152	1062	768
   14.38	0	0	7	670	206	158	157	1512	784
    9.57	3	365	5	744	189	172	97	1697	835
    9.57	3	365	5	796	192	172	97	1707	879
   17.31	0	0	5	835	192	173	166	1050	923
   19.18	1	4	7	862	220	190	165	1604	1313
    9.57	5	823	5	872	237	210	136	2510	1396
    9.57	4	1352	5	1090	268	228	162	2929	1943
    9.57	4	1332	5	1067	274	231	162	2966	2218
    9.57	8	3370	6	1059	273	231	162	3620	2926
   28.80	1	190	6	194	90	63	158	497	114
    8.61	1	3	7	1703	366	358	91	2970	631
    8.61	1	2	7	1633	373	362	91	2892	648
   17.26	5	35	9	1654	337	335	184	4187	736
   14.42	2	1248	6	564	150	143	167	1968	1115
   16.35	1	30	8	2660	427	401	78	4987	1451
   23.99	1	1	8	3061	511	471	170	6001	2117
   14.38	1	109	13	1958	235	233	158	4132	418
   12.45	1	3	13	1856	233	232	158	4016	434
   11.49	2	7	6	2205	353	340	117	3531	439
    5.72	1	4	7	1890	237	236	148	3964	439
   14.38	2	5	11	2048	400	397	196	4001	823
   14.38	6	254	8	1941	426	418	194	5504	861
   14.38	6	63	12	1976	445	441	195	5313	998
    9.57	0	0	6	2848	342	342	106	5150	1036
    5.72	2	8	7	4031	602	598	194	4928	1468
    5.72	2	7	7	3915	603	596	194	4927	1511
    5.72	2	9	7	3930	609	605	194	4929	1659
   20.19	1	4	9	3835	641	554	62	5254	1807
    9.57	1	4	10	1805	351	341	177	4492	1849
   20.19	1	4	11	4359	625	566	58	7644	1961
    9.57	1	3	6	1867	354	339	184	4263	3372
   28.70	0	0	6	639	204	194	110	996	304
   15.34	0	0	6	2474	272	264	109	4536	408
   19.13	1	9	7	741	178	161	136	1008	531
   16.30	3	1708	7	2224	324	284	112	4228	534
   16.30	2	13	16	2685	451	428	145	3911	733
   28.70	1	10	6	917	233	221	162	1008	821
    9.57	0	0	7	2813	366	365	106	5030	978
    5.72	3	5766	11	3490	433	419	83	8086	1042
    5.72	3	5743	9	3475	441	426	83	8023	1042
    7.64	1	6	7	2585	439	425	132	4036	1089
    5.72	3	5643	11	3472	437	423	83	7963	1160
    5.72	4	5761	11	3497	438	427	83	8081	1164
    7.64	1	5	9	2587	439	425	132	4057	1165
   13.41	4	474	8	2007	410	367	136	4151	1354
   13.41	4	275	7	2041	414	383	136	4125	1389
    7.64	1	2	7	2592	445	430	132	4042	1435
   15.34	0	0	6	2603	406	341	166	5160	1443
   15.34	3	13	8	2943	463	442	144	4117	1454
   14.38	2	5	6	2885	347	320	114	3110	1609
   13.41	4	14	8	2305	453	384	187	5071	1724
   15.34	1	240	7	2591	405	343	164	5100	1753
    9.57	3	23	8	2543	461	415	144	5123	1807
   11.49	2	7	7	3587	502	473	91	7977	1817
   15.34	1	2810	11	1840	441	320	161	5410	1930
   17.31	2	7	6	2609	424	368	165	5047	2139
   19.18	3	1980	10	2187	551	404	194	6195	2254
   13.41	4	4978	9	3300	589	536	197	6615	2411
   15.34	1	14	8	2123	375	358	135	4074	2474
   16.30	1	3	8	2786	498	482	58	4576	2594
   14.38	2	14	8	2869	603	444	171	6038	3157
   15.34	2	508	6	2873	425	398	165	5260	3255
   17.31	0	0	8	2309	447	395	166	4200	3293
    9.57	5	1814	11	3057	633	563	196	5384	3577
   11.49	0	0	9	2972	429	412	111	5280	3592
   19.18	2	19	16	3408	564	389	193	8019	3864
   14.38	2	9	11	6064	627	525	111	10289	4186
    9.57	7	3137	14	3070	640	566	196	6657	4253
    9.57	7	3940	10	3226	666	592	196	7440	4900
   19.18	3	2632	9	3132	517	374	166	8510	5530
   14.38	4	6016	10	4723	701	499	163	13992	7340
    9.57	2	1508	7	1030	384	374	60	3186	824
    9.57	2	1490	7	1126	385	375	60	3170	1287
    9.57	1	1527	7	1018	378	365	60	3207	1331
    9.57	1	7	7	1484	404	393	60	4827	1426
   19.18	3	8	10	4479	634	561	150	5508	5152
   19.13	1	34	6	928	205	187	114	1002	687
    9.57	3	414	9	2662	501	447	91	5094	2177
    9.57	4	423	9	2672	506	457	91	5103	2302
    9.57	4	2987	11	4362	650	598	114	7077	3190
    9.57	7	4356	10	4303	661	604	114	8431	5487
   14.38	0	0	6	2643	338	327	108	40009	768
   19.18	1	4	7	2682	393	362	110	5120	951
   17.31	1	1	8	1920	378	371	58	3151	1581
   18.27	1	4	9	2839	582	524	62	4744	2138
   16.30	1	5	8	2813	545	526	58	4685	3188
    7.64	0	0	6	2952	352	350	109	5120	321
    7.64	0	0	6	2981	352	349	109	5200	342
    9.57	2	17	9	2944	430	417	87	5617	932
    9.57	2	14	7	2957	424	414	87	5592	992
   11.49	2	29	9	2939	333	302	90	5688	1089
   28.37	0	0	8	380	157	147	83	750	338
   18.27	4	60	6	412	122	103	186	660	644
   11.54	0	0	0	13	4	2	153	30	12
   19.23	0	0	6	728	137	126	100	1998	199
   13.94	0	0	6	530	127	111	157	1160	281
   14.42	1	1919	12	803	265	143	126	4035	304
   10.58	1	20	6	605	156	143	138	1227	327
   13.94	1	10	6	667	180	155	135	1499	418
   14.42	0	0	7	1094	302	227	139	2034	895
   13.94	0	0	0	731	176	153	107	1459	391
   13.94	0	0	7	753	209	192	153	1156	736
   17.21	3	23	7	1184	296	276	160	2063	475
   18.27	7	73	6	1274	311	286	186	2557	553
   25.00	4	32	6	1210	294	271	166	1815	554
   18.22	3	42	15	1434	346	333	93	3075	632
   16.83	3	29	10	1694	396	392	60	2996	786
   14.42	9	427	7	1233	299	252	202	2611	818
   21.11	6	59	7	1319	292	263	187	2651	824
   21.11	4	22	12	1393	351	325	132	2546	841
   16.30	7	83	6	1386	314	279	192	2630	871
   18.27	8	60	6	1368	299	262	152	2580	908
   20.67	5	877	9	1526	377	341	113	2547	962
   18.22	2	25	15	1629	397	392	66	3238	1171
   17.88	2	15	13	1861	415	405	64	2718	1253
   17.50	6	63	6	1565	384	345	165	2328	1326
   22.07	10	110	7	1283	312	275	196	2625	1343
   15.38	4	37	7	1499	380	333	150	2581	1345
   19.18	4	53	9	1214	370	338	129	3046	1539
   24.95	5	1585	17	1924	464	433	99	4354	1567
   21.63	3	1020	4	2870	478	471	62	4224	1612
   18.22	3	36	9	1445	370	333	120	3059	1657
   21.63	5	62	10	1759	467	445	82	2775	1685
   18.22	6	1157	10	1870	437	406	97	3077	1789
   16.30	5	58	7	1309	359	323	118	3098	1876
   20.14	5	41	11	2244	492	468	91	3275	1968
   26.92	6	2303	14	2286	461	427	117	3837	2002
    9.57	2	1040	7	1892	438	415	77	3755	2041
   17.21	10	1188	9	2465	411	373	137	3703	2082
   16.49	11	1139	0	1256	361	295	181	3208	2219
   17.69	4	29	13	1796	466	424	101	3053	2396
   15.87	8	1600	9	2152	492	467	85	4357	2566
   15.00	9	3134	8	1638	454	343	170	5433	3634
   21.88	3	1550	15	2767	512	491	68	4790	3807
   21.11	10	2307	8	2667	503	416	195	5768	4072
   18.27	10	3212	13	1807	487	384	172	5534	4153
   20.14	11	2361	16	2059	515	477	88	5871	4195
   17.21	10	12554	20	10029	848	792	96	14084	4523
   21.11	8	2792	29	2466	546	505	111	6008	4765
   17.69	16	8965	39	2703	668	556	144	11749	10375
   26.92	27	19502	34	3426	717	605	141	22526	18858
   21.88	27	38331	60	4195	985	822	148	41345	38160
   15.34	3	19	10	1043	278	267	81	2244	1236
   13.41	1	10	15	1890	329	328	55	2020	1120
   12.98	0	0	6	452	103	99	119	1111	112
   25.00	0	0	6	526	112	102	163	1350	145
   19.23	0	0	6	554	128	120	149	1365	152
   13.94	0	0	6	581	163	151	182	1350	210
   12.02	0	0	6	606	147	129	174	1350	266
   23.08	0	0	6	653	171	163	171	1480	158
   18.75	0	0	9	482	185	183	66	720	229
   22.12	0	0	7	675	177	159	147	1350	362
   21.15	1	712	9	1365	307	298	81	1923	439
   13.94	1	8	6	644	206	187	136	1008	502
   14.90	0	0	7	797	238	213	198	1350	626
   12.02	0	0	6	822	226	199	198	1350	953
   18.27	0	0	6	1137	330	309	163	1900	1059
   21.15	0	0	6	355	98	89	118	701	98
   13.46	0	0	6	465	122	113	188	984	130
   18.27	0	0	7	414	131	121	97	800	217
   19.23	0	0	6	563	135	123	201	1350	230
   25.00	0	0	6	591	152	141	187	1350	331
   16.83	0	0	9	538	168	165	85	912	156
   20.67	1	343	9	424	151	150	91	1005	171
   15.87	0	0	6	586	168	162	113	972	353
   14.42	0	0	9	672	229	229	57	1140	520
   16.35	0	0	35	700	249	236	64	960	640
   15.38	0	0	10	690	177	168	110	1185	657
   19.71	0	0	5	266	106	106	58	405	161
   15.38	1	17	7	360	143	142	59	617	92
   15.38	2	4	7	381	149	147	62	604	113
