10
#n ret_pricer	reprints	num_reprints	gifts	distrib_novelty	tot_points_sale	tot_points_sale_1st_year	weeks_sale	print_run	 total_sales
   11.54	0	0	6	245	70	65	110	450	97
   17.31	0	0	6	308	109	102	119	600	148
   21.15	0	0	6	292	139	131	118	400	95
   19.23	1	50	8	265	95	92	80	372	126
   19.23	0	0	6	510	112	97	151	1200	210
   17.31	0	0	7	459	80	79	79	1000	256
   15.38	0	0	6	631	127	119	184	1300	296
   23.08	0	0	6	647	126	114	138	1500	365
   14.42	0	0	8	597	194	184	84	1210	780
   13.46	5	165	6	611	206	173	183	1265	1197
   19.23	0	0	6	251	67	65	151	600	62
   15.38	0	0	6	279	52	47	118	600	78
   19.23	0	0	6	433	73	63	161	1200	91
   19.23	0	0	6	481	105	89	194	1200	232
   24.04	0	0	9	431	113	111	59	750	257
   11.54	0	0	6	512	150	134	132	850	353
   19.23	0	0	6	465	136	123	197	1000	478
   14.42	0	0	6	530	109	99	133	1400	82
   17.31	0	0	6	736	178	171	149	1250	107
   17.31	0	0	6	477	103	85	156	1150	244
   11.54	0	0	6	403	110	101	111	1100	211
   11.54	0	0	7	691	132	127	94	1600	255
   11.54	0	0	7	603	171	167	69	1100	515
    8.65	0	0	6	691	159	142	199	1800	536
    9.62	1	650	6	711	157	145	172	1600	580
    8.65	0	0	6	874	172	159	199	1800	587
    9.62	2	50	6	607	173	146	200	1202	654
   11.54	0	0	6	560	134	124	107	1100	932
   11.54	1	40	7	752	207	198	86	1140	1058
   11.54	5	225	6	1020	242	240	111	1675	1425
    8.65	0	0	6	304	74	63	128	750	97
    9.62	0	0	6	469	127	118	117	800	235
    9.62	0	0	6	684	122	108	186	1650	266
   19.23	0	0	6	322	55	50	143	900	52
   21.15	3	60	7	362	127	123	96	412	162
   16.35	0	0	6	378	64	60	170	1000	78
   19.23	0	0	8	312	83	76	98	750	111
   17.31	1	10	7	276	114	106	99	481	193
   15.38	0	0	6	710	165	153	145	1600	238
   15.38	0	0	6	766	179	169	149	1600	264
   17.31	0	0	2	515	135	130	88	900	343
   15.38	0	0	7	486	164	161	75	1200	389
   15.38	0	0	6	576	166	157	114	750	412
   13.46	0	0	10	441	160	156	75	1300	428
   15.38	0	0	6	613	135	119	120	1500	434
   19.23	0	0	6	999	167	163	104	1900	393
   15.38	0	0	7	149	54	54	66	300	23
   11.54	2	45	6	135	66	62	100	195	24
   15.38	0	0	7	610	120	116	90	1500	133
   24.04	0	0	7	215	83	79	85	348	87
   14.42	0	0	9	278	94	92	79	600	100
   15.38	0	0	7	291	67	63	79	800	155
   16.83	1	5	7	173	92	86	139	165	105
   15.38	3	778	6	886	143	135	190	3178	139
   25.96	3	33	6	399	88	84	191	949	149
   16.83	2	138	9	362	120	111	166	371	254
   14.42	0	0	6	581	78	75	188	1050	331
   14.42	0	0	6	74	41	38	131	70	53
   12.02	2	7	6	226	68	64	202	407	74
   11.54	2	45	6	397	149	145	146	409	183
   14.42	5	653	12	298	90	83	194	1253	130
   17.79	1	9	6	181	39	33	189	549	93
   11.54	4	413	6	360	59	55	105	913	60
    9.62	0	0	7	147	43	41	74	400	37
    9.62	0	0	7	145	42	40	74	400	54
    9.62	0	0	4	335	115	102	184	475	188
   11.06	0	0	6	999	226	203	164	1800	227
   15.38	1	4	6	1197	269	242	192	1804	465
   15.34	1	850	6	886	235	209	157	1850	489
    8.65	1	1000	6	823	236	196	112	1600	566
    9.62	0	0	8	847	260	198	186	1350	585
    8.65	1	1000	6	776	218	198	112	1600	594
    8.65	0	0	6	1556	256	205	158	1800	802
   12.02	0	0	7	1178	255	215	187	1850	808
   14.90	1	288	17	1501	306	276	108	1800	1256
   11.54	0	0	7	822	255	242	82	1300	358
   12.02	0	0	7	755	242	228	83	1300	367
   19.23	3	80	6	126	68	62	133	180	81
   18.75	0	0	6	249	106	95	144	300	201
   36.44	0	0	6	370	110	103	118	500	250
   14.42	8	199	6	266	97	90	126	449	407
   24.04	0	0	7	202	77	73	55	400	73
   24.04	0	0	7	185	65	62	55	400	79
   19.23	0	0	7	225	85	79	140	300	86
   19.23	0	0	6	182	65	58	141	300	96
   19.23	1	328	6	186	70	64	101	628	97
   19.23	0	0	7	168	80	76	99	301	102
   19.23	0	0	6	194	87	78	161	300	143
   17.31	0	0	6	256	127	117	198	300	176
   19.23	0	0	6	245	118	107	199	300	210
   17.26	0	0	6	178	57	55	106	300	56
   19.18	0	0	6	198	53	48	109	700	70
   14.42	0	0	7	521	86	83	87	800	231
   19.18	0	0	6	304	45	42	144	750	91
   25.00	0	0	6	507	87	83	110	1250	95
   21.63	1	750	12	308	56	53	162	1500	98
   19.18	0	0	6	336	61	51	198	800	140
   20.19	0	0	6	409	112	108	127	750	220
   13.41	0	0	6	336	70	67	163	900	56
   16.59	0	0	7	303	47	45	80	772	72
   15.34	0	0	6	304	53	51	154	700	140
    9.62	0	0	8	354	74	74	65	1000	198
   11.49	0	0	6	295	61	57	166	600	286
   19.23	3	5	7	1298	272	260	114	2485	322
   24.04	2	2	8	1149	261	253	130	2492	542
   20.19	2	4	6	1363	295	285	128	3054	586
   27.88	4	994	6	1335	277	264	113	2524	639
   23.08	2	3	7	1643	299	292	160	2762	758
   19.23	4	495	10	1297	349	343	83	2415	794
   25.00	2	2	7	1742	345	332	166	2848	974
   20.19	2	4	6	2390	335	321	168	2689	1160
   25.00	3	4	7	1396	311	299	193	2999	1257
   22.12	2	2	6	1779	460	446	193	2902	1351
   23.08	2	2	11	2131	372	355	194	2986	1728
   24.04	2	3	6	1869	337	311	167	2859	2044
   20.19	2	4	6	1739	418	395	197	2974	536
   23.08	3	4	7	1731	328	320	143	2584	736
   10.58	1	2	10	1177	224	221	67	2500	415
   10.53	2	7	7	2041	434	415	103	2527	1260
   10.53	2	5	7	1708	392	372	104	3057	1403
   10.53	2	5	6	1712	378	351	131	3077	1699
    9.57	2	4	10	1925	350	320	189	4036	1919
   10.53	2	5	6	1654	367	345	132	2899	2147
   10.53	3	6	6	1701	384	345	132	2986	2574
   10.53	3	1470	7	2065	406	374	189	5590	3718
   11.49	3	1559	7	1689	303	260	188	5639	4427
   24.04	2	2	0	1343	318	310	185	3058	477
   25.00	3	3	6	2081	453	446	199	2953	555
   24.04	2	2	8	1694	372	349	184	2868	1678
    5.72	2	4515	6	4438	258	256	135	10083	601
    5.72	2	4513	6	4080	262	260	135	9834	1042
   17.31	0	0	7	478	121	118	81	760	237
   15.38	0	0	8	446	104	94	111	660	237
   17.31	0	0	7	489	130	127	65	820	412
   14.42	1	25	6	556	178	137	199	860	477
   17.31	0	0	6	547	110	84	183	1325	479
   17.31	5	538	6	535	130	107	146	1242	576
   18.27	1	800	7	758	156	144	87	2000	885
   17.31	6	1816	10	876	223	174	117	2216	1911
   19.23	0	0	6	1089	150	146	167	2850	85
   19.23	0	0	6	1661	151	140	158	3500	966
   16.35	2	1146	7	769	232	230	65	1762	1176
   14.42	2	821	7	544	115	110	81	1308	324
   14.42	2	1664	14	532	143	139	75	2364	367
   18.27	0	0	15	690	162	157	75	1776	536
   22.02	1	6	7	840	255	230	99	1242	924
   14.90	1	11	8	864	226	219	65	1363	313
   12.98	2	12	6	944	236	212	120	1095	536
   23.56	2	23	6	849	236	220	108	1393	538
   19.13	1	10	10	1367	327	316	62	2242	671
   11.44	1	8	7	832	262	247	79	1343	693
   14.33	2	750	9	1153	322	296	96	2290	1183
   10.48	5	1476	7	1317	307	269	159	2509	1589
   16.25	2	17	6	719	177	160	147	1090	524
    9.52	1	7	7	649	205	176	183	807	730
   10.48	4	659	6	708	206	169	196	1754	1402
   26.83	2	150	0	353	4	4	68	350	171
   13.94	1	18	11	1069	249	229	132	1690	579
   22.02	2	45	9	1611	349	338	85	2861	638
   19.13	1	22	9	2279	415	407	71	3022	1063
   20.10	2	48	9	1926	396	376	113	2371	1178
   18.17	1	33	10	1521	371	348	115	2357	1624
   19.13	3	1059	9	1612	365	343	92	3497	1732
   16.25	7	2231	7	1067	330	274	162	3411	3021
   21.06	5	2004	9	1788	356	309	137	3866	3403
   16.25	3	18	6	754	198	179	168	1082	368
   20.10	4	729	6	719	208	167	202	1889	930
    5.67	2	10	7	908	192	182	119	1321	337
   15.29	1	16	7	1380	259	253	73	1348	448
    7.60	1	4	7	900	190	180	119	1309	474
   10.48	2	15	7	653	206	178	170	865	521
    9.52	2	15	6	654	185	153	193	895	569
   19.13	3	59	6	1191	309	282	139	1775	687
   21.06	2	33	8	1017	285	257	108	1583	914
   12.98	3	42	6	1213	275	250	141	1560	1089
   10.48	1	21	8	1260	301	290	86	1837	1149
   10.48	6	1352	6	755	259	216	185	2202	1312
   19.13	3	711	6	1344	326	291	152	2447	1529
   15.87	2	47	8	1007	302	282	82	1647	380
   16.83	1	13	10	1053	296	293	58	1663	429
   19.13	1	7	10	1250	305	298	65	1827	538
   16.25	1	32	5	1202	304	281	88	1666	779
   19.13	1	13	10	1048	279	275	60	1391	204
   17.31	0	0	4	312	121	109	161	445	121
   17.31	0	0	6	429	123	114	157	881	133
   17.31	0	0	4	377	139	128	155	497	226
   17.31	0	0	6	647	173	160	161	975	266
   16.35	1	300	7	270	116	111	64	800	330
   14.42	0	0	4	188	77	73	115	723	76
   11.54	0	0	6	459	116	103	182	900	253
   11.54	0	0	4	254	107	100	151	904	254
   17.31	0	0	6	141	72	68	118	208	45
   14.42	1	720	4	221	60	49	191	1447	75
   14.42	0	0	4	226	66	62	133	942	86
   14.42	0	0	6	318	96	85	109	702	104
   14.42	0	0	6	437	86	80	140	999	113
   16.35	0	0	6	304	84	71	114	700	123
   14.42	0	0	6	562	134	123	140	1191	142
   14.42	0	0	6	490	90	82	131	1184	178
   16.35	0	0	6	487	107	95	161	981	178
   13.46	0	0	6	920	120	113	165	2036	181
   14.42	1	20	7	613	97	91	136	1200	246
   11.54	0	0	7	829	128	123	194	1984	249
   21.15	1	300	7	353	129	126	62	800	284
   14.42	0	0	7	517	141	131	195	920	308
   16.35	0	0	7	496	114	95	183	986	362
   11.54	0	0	7	1220	224	199	195	2038	661
   14.42	0	0	5	278	83	74	191	437	76
   14.42	0	0	6	715	161	147	193	1381	154
   14.42	0	0	6	732	166	155	193	1465	154
   11.54	0	0	4	280	85	78	159	965	141
   11.54	0	0	6	418	86	77	160	990	146
   11.54	0	0	6	295	93	88	125	500	172
   14.42	0	0	7	266	87	82	82	550	238
    9.13	0	0	4	251	84	78	151	1032	61
   18.27	0	0	6	212	74	71	109	350	77
   28.37	0	0	7	287	110	107	58	400	161
    9.13	0	0	6	574	144	131	150	1021	268
   14.42	0	0	7	337	123	122	57	400	69
   11.54	0	0	5	335	139	138	96	552	123
   11.54	0	0	7	590	126	113	95	1048	133
   16.35	0	0	0	566	154	100	139	1100	147
   14.42	0	0	0	575	150	134	142	1100	329
   14.42	0	0	0	511	166	115	138	1100	344
   11.54	1	1000	8	829	297	248	108	1900	953
   11.54	3	1825	5	585	178	151	107	2225	959
   14.42	0	0	6	338	93	87	109	661	123
    8.65	0	0	6	479	105	98	100	962	165
    8.65	2	699	0	620	199	194	65	1199	504
    8.65	1	1096	4	685	144	138	101	2045	609
   11.54	0	0	7	306	78	76	90	530	35
   12.02	1	400	6	464	76	67	100	1850	46
   12.02	0	0	4	288	93	91	100	400	60
   11.54	0	0	5	213	62	61	90	400	30
   14.42	0	0	7	315	120	118	57	900	111
   14.42	0	0	5	354	98	94	90	900	136
   11.54	0	0	8	478	155	147	78	912	142
   11.54	2	623	5	215	95	91	77	1330	193
   16.35	1	399	7	754	132	127	89	1299	360
    8.65	3	1840	11	1630	176	176	66	1915	1422
   16.35	1	297	9	517	189	186	72	797	192
   21.15	2	1510	6	807	131	126	192	1790	199
   20.19	1	10	6	1345	249	241	147	2612	289
   22.12	2	9	8	780	181	165	102	1612	295
   21.63	1	4	6	840	237	211	152	1401	396
   20.19	1	5	6	1158	272	253	136	2291	796
   22.12	1	19	7	1209	316	312	91	1815	989
   19.23	2	10	6	2476	390	379	153	2993	1359
   22.12	1	10	8	1690	394	375	121	2606	1526
   23.08	2	11	12	1432	285	263	172	2789	1696
   14.90	2	10	6	708	182	174	139	1529	179
   16.35	2	9	7	744	191	180	93	1233	351
   14.90	2	10	11	950	220	206	114	1460	647
   13.94	1	10	6	1377	305	255	141	1642	1294
   14.42	2	297	6	1173	285	266	113	1839	1471
   14.90	3	149	6	1103	299	248	196	2203	1953
   15.38	5	2372	7	1274	330	277	192	2972	2326
   14.42	6	2117	10	1897	421	381	146	4128	3340
   20.19	0	0	10	1024	228	221	65	1697	178
   20.19	1	10	6	982	161	153	161	1778	216
   21.63	1	10	7	1285	257	232	201	2078	584
   20.19	0	0	7	1198	283	274	82	1997	846
   21.15	2	10	8	879	216	208	132	1996	134
   20.19	3	10	8	570	188	183	94	960	165
   13.46	1	9	6	685	186	181	141	1326	186
   19.23	2	23	9	873	215	213	85	1793	209
   14.42	1	9	9	595	161	155	84	1196	676
   16.35	2	4	6	1806	388	381	142	2474	676
   17.31	2	10	6	875	233	202	181	1454	889
   18.27	4	1042	10	1161	355	338	95	2512	1192
   15.38	5	4042	12	1721	487	449	138	6604	5343
   19.23	1	9	6	1559	257	248	166	3093	535
   15.38	1	10	11	1854	308	297	149	3002	1127
   16.83	8	8192	9	2437	547	533	111	10053	7165
    6.73	0	0	5	1204	321	313	68	3036	1047
    6.73	0	0	7	2640	402	395	77	3472	1454
   20.14	1	60	6	556	121	109	160	848	738
   14.42	0	0	0	205	69	63	132	350	121
   19.23	0	0	6	263	83	70	199	300	58
   17.31	0	0	7	531	110	110	56	1241	264
   17.31	0	0	6	506	101	86	188	1012	341
   17.31	0	0	6	596	126	121	112	1607	468
   17.31	1	636	6	1023	152	136	151	1500	755
   21.15	1	15	0	491	124	111	162	1047	227
   21.15	2	1615	6	606	94	88	110	1625	320
   21.15	1	15	7	505	94	93	58	1119	457
    6.73	0	0	0	50	1	1	0	50	50
   14.42	1	958	5	232	77	77	58	1018	120
   17.31	0	0	5	210	84	84	59	660	143
   15.38	2	13	6	211	51	45	180	1333	37
   11.54	0	0	3	183	63	59	189	1100	59
   13.46	5	967	5	960	165	155	155	992	401
   20.19	0	0	4	215	58	54	159	867	72
   21.15	0	0	4	281	92	84	166	988	244
   13.46	2	201	4	655	133	123	195	1026	245
   15.38	0	0	4	256	60	56	124	970	62
   16.35	0	0	6	312	96	94	76	948	113
   13.46	0	0	5	215	92	92	59	785	146
   28.85	0	0	4	125	40	39	173	450	30
   17.31	0	0	4	178	81	77	109	780	80
    9.62	3	628	5	281	84	81	81	638	100
   23.08	1	7	6	353	91	89	139	854	117
   17.31	6	863	5	342	96	93	87	883	177
   14.42	0	0	4	210	70	56	167	988	180
   14.42	11	1792	4	728	161	151	136	1817	1149
    9.62	2	10	0	42	13	11	118	30	18
    9.52	7	210	4	606	96	94	113	765	80
   15.38	2	158	7	591	108	101	142	684	325
   19.23	3	836	4	260	95	92	136	856	94
   15.38	0	0	6	297	69	68	74	994	110
   15.38	6	902	5	568	132	115	85	932	573
   30.77	2	70	12	51	49	26	186	100	68
   22.12	0	0	6	140	88	78	150	150	73
   25.00	0	0	6	156	75	64	203	250	124
   16.83	0	0	8	264	85	79	97	500	31
   15.87	0	0	7	217	63	55	194	500	37
   16.35	0	0	9	270	79	75	81	600	41
   16.35	0	0	7	213	63	57	133	500	41
   15.87	0	0	6	364	95	85	150	800	41
   16.35	0	0	6	393	117	106	163	800	47
   13.46	1	5	6	230	78	72	168	405	70
   16.35	0	0	5	369	95	86	134	800	75
   22.12	0	0	12	312	102	95	187	600	120
   24.04	2	300	6	163	83	62	136	550	154
   16.83	0	0	14	414	165	156	98	600	177
   16.83	0	0	6	494	164	155	116	800	228
   16.83	0	0	7	833	222	140	118	800	260
   17.79	0	0	9	518	167	155	119	800	373
   24.04	3	596	7	366	139	126	171	1086	498
   16.83	0	0	0	2	2	0	28	50	1
   18.75	0	0	6	373	100	93	107	800	148
   23.08	0	0	6	259	103	87	201	400	156
   26.92	0	0	6	338	91	78	151	800	336
   15.38	0	0	7	493	99	90	89	1156	354
   17.79	0	0	0	17	10	9	93	200	6
   16.35	0	0	6	132	53	49	199	250	15
   13.46	0	0	6	146	57	53	159	300	23
   12.50	0	0	6	149	62	58	198	250	28
   13.46	0	0	6	152	65	60	192	250	29
   13.46	0	0	6	171	57	54	118	300	48
   11.54	1	50	7	210	82	80	80	345	60
   15.87	0	0	7	222	107	106	64	300	63
   15.87	0	0	14	210	108	105	62	250	85
   15.87	0	0	14	227	108	106	63	300	84
   12.02	0	0	6	191	87	84	201	250	87
   23.08	0	0	5	523	158	147	196	800	211
   21.15	0	0	6	550	156	145	148	800	229
   16.83	0	0	0	245	85	79	105	918	299
   17.31	0	0	8	413	116	111	100	600	313
   13.46	0	0	7	544	137	122	90	1098	417
   18.27	1	150	6	421	164	155	157	650	498
   16.35	0	0	6	379	126	121	171	500	126
   15.38	0	0	6	230	92	86	171	300	77
   33.65	0	0	6	71	52	52	167	75	20
   15.87	0	0	7	266	83	77	82	400	143
   15.87	0	0	14	185	79	69	99	400	166
   16.83	0	0	6	284	67	52	110	800	170
   21.15	0	0	6	354	105	77	168	800	465
   21.15	0	0	7	421	140	121	162	800	497
   13.94	0	0	0	19	12	10	61	50	16
   14.42	0	0	7	148	74	74	60	150	54
   13.46	0	0	12	444	116	106	141	816	100
   13.46	0	0	7	602	99	96	59	2126	104
   13.46	0	0	12	488	129	118	141	816	117
   12.98	0	0	6	346	125	106	161	510	121
   13.46	0	0	6	440	125	111	120	816	132
   13.46	0	0	7	545	181	174	86	800	142
   12.50	0	0	6	605	147	131	108	1216	154
   13.46	0	0	15	501	180	174	72	900	165
   10.10	0	0	6	519	156	139	132	816	174
   13.46	0	0	6	371	135	115	162	510	175
   14.42	0	0	6	597	176	158	119	816	187
   13.46	0	0	6	361	151	125	157	500	194
   13.46	0	0	7	505	180	155	169	500	207
   12.02	0	0	7	542	179	165	85	800	345
   13.94	2	76	7	374	160	129	158	576	383
   12.02	0	0	7	594	211	161	133	816	454
   14.42	3	462	8	801	253	226	109	1298	687
   11.54	1	250	6	150	59	56	129	280	41
   11.54	0	0	6	128	65	58	108	200	47
   13.46	0	0	6	217	73	67	135	410	68
   16.35	0	0	7	335	117	116	64	600	136
   12.50	0	0	7	245	115	110	110	300	196
   12.50	1	10	6	226	108	100	108	310	229
   11.54	0	0	6	295	34	16	187	900	86
   13.46	0	0	6	204	51	49	114	823	55
   13.46	0	0	6	219	60	58	114	825	101
   11.06	0	0	6	273	84	79	134	500	52
   20.67	0	0	6	312	100	97	113	429	69
   11.06	0	0	6	396	122	116	159	600	145
   11.00	0	0	6	793	146	135	192	1995	186
   11.06	0	0	5	477	131	124	179	990	223
   23.27	0	0	6	882	196	182	198	1824	568
   16.06	0	0	6	532	140	119	166	1038	238
   16.25	0	0	6	249	84	79	125	520	148
   16.25	0	0	6	241	92	81	127	520	164
   18.27	2	7	9	1057	204	201	88	2017	161
   20.19	1	5	8	1626	308	308	63	2778	215
   17.31	2	3	11	1957	264	260	195	3953	248
   18.27	3	6	6	1260	259	251	136	2476	264
   19.23	4	307	9	1234	271	228	169	2467	304
   20.19	2	2292	6	1435	276	213	170	5320	385
   18.27	5	2077	119	2390	436	429	198	5087	488
   18.27	1	3	6	1112	239	229	119	1766	570
   17.31	3	8	8	1397	248	226	186	2928	637
   17.31	1	1	12	3643	407	400	152	4046	654
   16.35	2	6	7	1857	276	266	167	4084	687
   22.12	3	4546	8	2099	305	292	180	4566	764
   18.27	2	8	9	1328	331	301	84	1518	765
   19.23	2	6	17	2104	402	394	93	2996	836
   17.31	3	9	8	1248	303	240	197	2049	1156
   18.27	2	5898	94	3341	377	368	168	5983	1743
   18.75	4	513	9	620	110	99	88	2130	95
   18.27	3	35	9	674	157	151	98	1577	193
   17.31	0	0	6	303	91	88	194	240	227
   18.27	3	45	6	948	184	176	106	2072	262
   25.00	1	13	12	687	184	181	63	1545	319
   12.50	2	17	8	678	167	151	132	1533	387
   20.19	2	18	6	753	195	176	160	1464	414
   15.38	2	14	3	757	163	150	135	1551	444
   15.38	0	0	6	732	198	186	120	4045	498
   13.46	2	26	6	685	166	152	141	1504	522
   24.04	3	27	6	698	174	155	184	1461	545
   12.98	4	45	9	659	177	162	114	2178	570
   26.92	3	1090	10	800	272	270	56	2014	572
   12.02	1	9	12	862	200	193	79	1521	598
   28.85	5	3082	7	1222	293	271	130	3825	719
   21.15	3	20	6	762	222	188	160	1491	781
   20.67	1	10	9	979	295	290	73	1512	872
   22.60	4	39	6	1110	261	238	146	1999	885
   16.83	4	833	1	915	214	199	102	2349	1118
   19.23	3	539	11	810	235	220	84	2017	1321
   20.67	6	1080	11	1055	305	288	91	2534	1976
   22.00	5	1409	15	950	303	252	182	2878	2189
   12.50	4	2565	7	1474	421	258	170	4235	2246
   21.15	7	1477	7	944	317	255	160	2908	2302
   17.31	8	9269	101	2821	653	605	112	11230	8639
    4.33	2	27	6	650	124	113	192	973	171
    5.77	2	21	8	824	147	128	187	1386	211
   11.54	2	17	6	721	161	145	184	1452	250
    5.77	3	41	7	555	134	129	92	1043	308
    5.77	2	17	7	650	190	165	136	1024	388
    4.81	2	13	7	827	169	152	172	1476	566
   15.38	0	0	6	104	36	34	147	225	18
   20.19	0	0	9	242	80	78	80	350	167
   19.23	3	90	7	163	75	66	163	265	215
   20.19	4	189	9	227	83	82	71	489	477
   10.58	0	0	6	177	49	47	153	475	53
   14.42	0	0	6	340	93	88	114	500	119
   11.54	0	0	7	226	63	61	91	700	79
   12.50	0	0	8	288	79	77	62	700	88
   10.58	0	0	6	304	66	61	111	692	113
    8.65	0	0	6	292	57	53	197	750	113
    9.62	0	0	6	316	76	65	183	750	126
    8.65	0	0	7	293	81	78	62	700	130
    8.65	0	0	6	336	72	66	189	750	146
    7.69	0	0	0	350	73	67	86	700	158
    9.62	0	0	6	362	100	90	170	750	178
   11.54	0	0	6	290	65	58	103	650	180
   12.50	0	0	7	339	91	84	88	700	198
   11.54	0	0	6	398	95	76	194	750	225
   10.58	0	0	6	374	113	104	146	700	246
    7.69	0	0	6	375	103	95	202	750	309
    9.62	0	0	7	537	109	99	168	750	334
   11.54	0	0	6	387	121	108	147	700	385
    7.69	0	0	0	452	127	119	86	700	528
    8.65	0	0	6	374	82	77	204	750	332
   12.50	0	0	6	396	72	68	181	750	211
    8.65	0	0	6	109	44	43	168	175	29
   19.23	0	0	6	254	69	64	120	350	131
   17.31	0	0	6	227	67	60	128	350	138
   20.19	0	0	7	275	83	83	62	450	196
   23.08	0	0	7	372	91	87	93	565	238
   19.23	1	66	6	290	86	82	189	631	545
   10.58	1	25	9	349	114	109	79	385	192
   10.58	0	0	6	287	89	87	168	500	232
    4.81	3	1800	11	815	220	213	79	2400	1346
   11.54	0	0	6	165	55	51	153	300	76
   19.23	0	0	6	176	43	40	128	400	36
   13.46	0	0	6	278	79	75	153	300	54
   10.58	0	0	7	284	65	65	54	600	111
   10.58	0	0	7	322	86	85	62	700	158
    9.62	0	0	6	380	86	76	141	750	264
   20.19	1	25	6	551	122	109	112	725	611
   16.35	0	0	6	245	42	38	131	700	212
   11.54	0	0	6	272	54	47	132	500	82
    8.65	0	0	6	117	24	24	100	350	37
    8.65	0	0	7	169	37	36	76	300	61
   14.42	1	5	6	414	92	88	194	985	112
   17.31	0	0	7	284	93	92	54	460	149
   16.30	1	5	6	649	172	158	186	1005	183
   13.46	0	0	6	392	60	55	187	1050	51
   21.15	0	0	6	405	89	84	146	1000	60
   15.58	0	0	7	497	98	93	88	950	120
   17.26	0	0	6	479	103	92	140	700	242
   14.42	0	0	7	346	151	144	61	450	243
   15.38	0	0	7	352	108	107	62	900	341
   12.50	0	0	7	547	144	128	165	900	390
   13.46	2	455	7	980	262	222	202	1855	1196
    9.62	2	1023	6	657	96	85	185	2023	208
   22.12	2	174	0	265	111	109	97	424	82
   17.26	0	0	9	533	132	126	93	1008	146
   18.27	1	644	9	543	153	152	79	950	170
   18.27	0	0	7	550	152	137	134	900	264
   14.42	0	0	10	684	190	188	66	953	280
   16.30	1	4	6	349	87	81	186	1004	280
   18.27	0	0	6	736	198	183	150	1000	320
   22.12	1	978	8	971	229	226	117	1888	441
   19.23	0	0	7	357	112	105	93	1008	452
    9.62	1	1000	7	482	120	112	94	2000	605
   18.27	0	0	9	896	228	200	159	1490	614
   13.46	0	0	3	1085	249	241	110	1432	660
   15.38	1	1008	8	974	288	287	59	1960	706
   15.58	2	55	7	265	121	121	63	305	153
   10.53	0	0	6	488	47	45	151	1488	20
   13.46	0	0	7	674	61	59	204	2046	48
   14.42	0	0	7	724	101	98	194	2004	110
   17.31	0	0	6	537	115	110	106	1131	192
   15.38	0	0	7	727	139	134	160	1540	223
   17.31	0	0	7	679	79	74	179	1920	207
   22.07	0	0	7	445	130	125	80	950	220
   17.31	0	0	7	812	222	199	168	1390	480
   17.31	0	0	7	1102	277	262	193	1986	1349
    9.13	0	0	6	572	107	98	143	1500	217
    7.64	0	0	8	578	74	69	154	1440	308
   18.75	2	14	6	523	162	146	150	963	231
   21.15	0	0	6	514	171	152	194	925	444
   17.31	1	6	6	689	176	153	184	886	450
   20.67	2	36	8	969	270	238	149	1116	641
   17.79	0	0	7	895	244	240	61	1500	321
   17.79	0	0	10	1096	282	280	57	1812	422
   17.79	2	21	7	767	211	197	89	1371	434
   24.04	2	33	6	718	185	164	184	1082	436
   19.23	3	63	7	698	200	176	96	1363	443
   18.27	2	51	11	738	235	223	79	1351	488
   19.71	0	0	8	867	266	259	65	1522	546
   25.00	3	94	9	898	262	239	95	1394	554
   15.87	0	0	6	560	229	200	203	966	556
   20.19	1	15	6	785	233	209	162	1133	657
   20.19	2	317	6	540	187	158	160	1136	676
   23.08	2	20	6	717	200	174	168	1115	723
   17.79	2	44	6	737	227	204	119	1544	817
   23.08	3	47	6	884	275	240	114	1389	1074
   20.19	3	2535	8	1861	328	282	108	3303	1659
   21.15	3	1391	8	729	227	216	86	2753	1892
   15.87	1	16	6	688	201	187	159	1116	407
   24.04	1	16	7	603	186	151	146	996	391
   18.27	2	49	10	826	228	215	111	1393	473
   20.19	2	23	8	536	141	133	119	1551	91
   18.27	1	24	9	708	231	220	116	1376	200
   17.79	1	1	7	909	248	244	67	1513	204
   17.79	3	88	6	824	222	205	107	1888	270
   17.31	2	48	9	714	192	176	98	1348	322
   17.79	3	42	7	770	211	199	93	1372	364
   19.71	0	0	9	781	211	210	56	1512	418
   17.31	1	26	10	1014	278	264	83	1476	429
   17.31	2	17	6	594	232	207	131	1317	445
   18.27	5	126	10	831	287	277	81	1376	528
   18.27	3	1294	8	809	204	177	140	1553	556
   19.23	3	902	10	683	290	274	87	1377	699
   18.27	2	27	6	867	230	194	137	1553	798
   14.42	3	387	7	1173	330	307	144	2019	1250
   28.70	0	0	0	483	169	157	107	459	301
    9.57	2	64	9	1278	372	348	65	1994	1096
    9.57	2	27	0	1381	384	332	93	2551	1406
    9.57	4	1054	7	1559	458	321	159	3006	1512
    9.57	6	2178	7	1191	480	400	118	4135	1545
    9.57	7	1629	6	1649	465	385	117	3644	1593
    9.57	5	1095	7	1544	456	320	159	3047	1657
    9.57	3	1083	11	1662	412	341	93	3627	1664
    9.57	6	2153	6	1631	503	368	173	4101	2052
    9.57	6	2333	7	1698	497	271	197	4213	2082
    9.57	5	2122	6	1878	466	369	144	4022	2371
    9.57	5	2257	7	1681	483	368	161	4207	2625
    9.57	7	2270	7	1544	465	261	186	4186	2725
   13.46	1	7	6	616	163	157	160	979	274
    8.61	1	5	7	862	245	182	164	1220	409
    8.61	2	27	6	1123	325	274	180	1215	509
    8.61	3	26	6	1113	316	271	180	1214	521
    8.61	3	28	7	859	247	180	164	1216	539
